F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,L
0.2503,0.5377,0.4508,0.7689,0.6041,0.7665,0.4468,0.7721,0.6211,0.7645,0.4442,0.7789,1
0.4819,0.506,0.7012,0.8559,0.8285,0.9376,0.6944,0.8615,0.7004,1.1127,0.7276,0.8193,1
1.0568,0.0561,0.9277,0.384,0.7862,0.1421,0.9047,0.4088,0.7154,0.1977,0.9725,0.3286,2
0.6092,0.1414,0.8663,0.3277,0.8921,0.4823,0.8205,0.3809,1.0097,0.3674,0.9123,0.273,1
0.3183,0.3051,0.7323,0.205,0.6892,0.4029,0.4636,0.5233,0.6157,0.5086,0.5282,0.4456,1
0.5003,0.2536,1.0019,0.131,1.0543,0.2531,0.8935,0.2608,1.0176,0.3172,0.9822,0.1566,1
0.2034,0.6543,0.2535,1.1095,0.3152,1.2312,0.2384,1.1295,0.3808,1.1798,0.2254,1.1407,1
0.076,0.501,0.187,0.7011,0.1728,0.8475,0.23,0.6536,0.1616,0.8732,0.1603,0.7331,1
-0.0945,1.214,-0.0766,1.7907,0.1769,1.6283,-0.0173,1.7521,0.0232,1.9761,-0.0835,1.8299,3
0.4507,0.585,0.7612,0.8484,0.8878,0.9469,0.7216,0.8978,0.7942,1.0794,0.7377,0.8773,1
0.1206,0.5177,0.2957,0.6815,0.2742,0.8485,0.2064,0.7865,0.3213,0.8104,0.2374,0.75,1
1.0952,0.0135,0.8862,0.8475,0.7144,0.3892,0.974,0.7529,0.7114,0.3571,0.9248,0.8077,2
0.1309,0.3577,0.1534,0.624,0.1369,0.7509,0.243,0.5122,0.2289,0.6538,0.2045,0.5573,1
0.0594,0.7090000000000001,0.4563,0.6108,0.5679,0.622,1.7787,-0.0569,0.0397,1.9523,0.0359,-0.0427,3
0.1226,0.8072,0.5387,0.6823,0.6626,0.6829,1.6893,0.0454,-0.0199,2.0193,-0.0381,0.0474,3
1.1555,-0.0599,1.1906,0.2981,0.9963,-0.0143,1.0789,0.4294,0.8709,0.1026,1.2618,0.2111,2
0.452,0.4722,0.6902,0.7582,0.9625,0.6599,0.7994,0.6382,0.857,0.8108,0.7531,0.695,1
0.8847,-0.0476,1.2635,0.0704,1.4746,0.0388,1.3299,-0.0073,1.5724,-0.0519,1.2517,0.0834,1
0.3351,0.4388,0.4206,0.8098,0.5920000000000001,0.7924,0.4709,0.7497,0.601,0.8065,0.4283,0.8027,1
0.6356,0.4044,0.8279,0.8315,0.962,0.9261,0.821,0.8397,1.0012,0.9082,0.8058,0.8573,1
1.1406,-0.0358,0.63,0.1801,0.3542,0.3308,0.5145,0.3221,0.4868,0.1562,0.5023,0.3346,2
0.3537,0.375,0.5846,0.5609,0.6021,0.7155,0.53,0.6204,0.6224,0.7085,0.5285,0.6264,1
0.4734,0.3226,0.7321,0.5214,0.6302,0.8344,0.7167,0.5399,0.8025,0.6486,0.7317,0.5186,1
0.456,0.6668,0.9033,0.7476,1.0136,0.759,1.7543,-0.0205,1.9672,0.036000000000000004,-0.0536,1.7967,3
0.5688,0.0904,0.8446,0.197,0.9281,0.2649,0.8492,0.1929,0.8796,0.3376,0.7574,0.303,1
0.1703,0.2234,0.2677,0.3477,0.2734,0.4324,0.1222,0.5213,0.2333,0.4926,0.2044,0.4215,1
1.1013,0.0037,0.4778,0.0574,0.3817,0.0681,0.3378,0.2228,0.3602,0.08800000000000001,0.3097,0.2582,2
0.4666,0.6226,0.88,0.7976,0.9467,0.9688,0.6725,1.0394,0.8872,1.0677,0.7361,0.9614,1
0.17,0.9436,0.1486,1.0919,0.0542,0.865,0.2837,0.9306,0.1378,0.7436,0.1412,1.0993,2
1.2017,-0.1156,0.3379,0.6891,0.3519,0.4317,0.4171,0.5947,0.2714,0.5115,0.3865,0.6303,2
-0.0194,1.1284,0.0926,0.8642,-0.0787,0.8619,0.0194,0.9523,-0.0322,0.7856,0.1277,0.8247,2
0.3638,0.3804,0.7445,0.2988,0.8495,0.3202,1.9061,-0.2026,0.0,2.0012,-0.0087,0.0096,3
0.1982,0.4741,0.5539,0.4219,0.5941,0.5179,1.6454,0.0984,-0.0201,2.0235,0.0028,-0.004,3
0.7825,0.0925,1.1279,0.2562,1.3257,0.2437,1.1831,0.1954,1.2905,0.313,1.2405,0.1253,1
0.5957,0.4387,0.8091,0.8394,0.9161,0.9635,0.7718,0.8814,1.0037,0.8898,0.7043,0.9604,1
0.5748,0.1579,0.91,0.2326,0.998,0.3141,0.9007,0.2419,0.9729,0.3628,0.8942,0.2515,1
-0.0586,0.07,0.2469,0.0564,0.2655,0.1748,-0.004,0.0059,0.0273,-0.0315,0.0059,-0.0071,3
0.0309,0.9172,0.0308,1.4571,0.1922,1.4717,0.0411,1.4452,0.1063,1.5995,0.0749,1.4113,1
0.3711,0.3448,0.669,0.3564,0.7493,0.408,1.6655,0.0819,0.0451,1.9496,0.0112,-0.0147,3
1.0702,0.0406,0.9576,0.7759,0.7389,0.674,0.9694,0.7624,0.6454,0.721,0.8924,0.8504,2
0.6361,0.0816,0.9489,0.1881,1.0334,0.263,0.9601,0.1715,1.0037,0.3191,1.1462,-0.0483,1
0.1083,0.3704,0.2198,0.5239,0.1973,0.6579,0.1038,0.6641,0.2724,0.5815,0.26,0.4734,1
0.4414,0.3166,0.7875,0.2755,0.8969,0.2846,1.7446,-0.0105,0.025,1.9698,0.0688,-0.0831,3
0.6288,0.4748,0.3036,1.4294,0.1956,1.2495,0.3526,1.3684,0.2819,1.0803,0.2704,1.4683,2
-0.0205,1.0804,0.199,1.1713,0.2044,1.3011,-0.063,1.807,-0.109,2.1311,0.0911,1.6254,3
0.2077,0.4487,0.2482,0.7953,0.3955,0.7727,0.3535,0.6678,0.4896,0.6782,0.3969,0.6183,1
0.4516,0.3031,0.6539,0.4383,0.8696,0.3244,1.7664,-0.0399,-0.0402,2.044,0.058,-0.0699,3
1.1477,-0.0504,1.1583,0.1214,0.9293,-0.012,1.3401,-0.0931,0.8479,0.0572,1.2205,0.0515,2
0.2749,0.8322,0.0755,0.847,0.1179,0.6081,0.2079,0.6938,0.1133,0.5986,0.1856,0.7187,2
1.1215,-0.022,0.5811,1.1621,0.5564,0.551,0.6498,1.0773,0.4685,0.6165,0.5802,1.1571,2
0.0596,0.7629,0.3239,0.8181,0.4259,0.8440000000000001,1.6702,0.0719,-0.0263,2.0354,0.0908,-0.1085,3
0.9398,0.0949,1.5149,0.0962,1.6572,0.1844,1.5923,0.0043,1.7853,0.0715,1.4903,0.1233,1
0.6379,0.3709,0.9139,0.6785,1.1171,0.6825,0.9074,0.6917,1.1527,0.6739,0.9866,0.5957,1
0.2131,0.6178,0.6259,0.4974,0.7543,0.4947,1.7086,0.0294,0.0401,1.9456,0.0213,-0.0247,3
0.0539,1.0553,0.1167,0.5124,-0.0711,0.623,0.1115,0.517,0.038,0.4834,0.0644,0.5757,2
1.0749,0.0414,0.9121,0.1876,0.7667,0.0576,0.9258,0.1722,0.7291,0.0845,0.8942,0.2083,2
0.4689,0.1481,0.7357,0.2329,0.7442,0.3792,0.6927,0.2833,0.8208,0.3054,0.7793,0.1818,1
0.3039,0.3121,0.6046,0.324,0.8146,0.2188,1.6989,0.0407,-0.0937,2.1047,-0.0161,0.0206,3
0.4843,0.6102,0.2827,1.4417,0.2176,0.8856,0.3216,1.3991,0.086,1.0023,0.2466,1.4851,2
0.3127,0.7936,0.243,1.4804,0.1331,1.8433,0.1919,1.5386,0.0809,1.6202,0.2307,1.493,2
1.1519,-0.0542,0.6338,0.394,0.4542,0.3527,0.5905,0.4522,0.5814,0.1835,0.6035,0.4320000000000001,2
0.3699,0.7311,0.7281,0.9934,0.6734,1.3111,1.7348,-0.0055,0.1186,1.8588,-0.0147,1.7463,3
0.0534,0.9828,0.2123,1.1286,0.2351,1.2471,-0.079,1.8245,-0.0362,2.0393,-0.0132,0.0145,3
-0.0005,1.1208,0.0635,1.6651,-0.0598,1.5827,-0.0071,1.7469,0.0884,1.3325,0.1032,1.6179,2
1.1434,-0.047,0.6394,1.084,0.5072,0.8219,0.7274,0.977,0.4117,0.8792,0.6133,1.1156,2
0.4689,0.4092,0.6791,0.7029,0.8472,0.7169,0.6373,0.754,0.7336,0.8768,0.7611,0.6114,1
-0.0044,0.0575,0.2999,0.0559,0.3436,0.1495,0.0622,-0.0726,0.0377,-0.0462,-0.0193,0.0246,3
0.6824,0.4344,1.0507,0.6378,1.1184,0.7004,1.7751,-0.0532,1.875,0.1442,0.0394,1.6865,3
1.0027,0.1252,0.6166,0.4814,0.4798,0.3617,0.7088,0.3755,0.5636,0.2377,0.6239,0.4772,2
0.0899,0.4962,0.16699999999999998,0.7478,0.1831,0.8579,0.1603,0.7559,0.1481,0.917,0.1539,0.7605,1
0.1529,0.7166,0.476,0.7066,0.69,0.5941,1.7901,-0.0671,0.0086,1.9878,-0.004,0.0046,3
0.001,0.944,0.3068,0.9555,0.4642,0.9027,-0.1152,1.8659,-0.0808,2.0988,-0.0085,0.0102,3
0.4523,0.647,0.2413,1.3122,0.1894,0.8252,0.1803,1.3793,0.1961,0.7919,0.1998,1.3618,2
0.3631,0.3763,0.5393,0.6265,0.6059,0.7227,0.575,0.5816,0.5516,0.8031,0.5457,0.6142,1
0.3435,0.7501,0.1504,0.4932,0.0641,0.4826,0.2269,0.4038,0.1557,0.3627,0.0605,0.604,2
0.0957,0.2974,0.4062,0.1635,0.4607,0.1812,0.3996,0.1672,0.4821,0.1683,0.3296,0.2546,1
0.3186,0.6189,0.7353,0.5008,0.7807,0.5874,1.7592,-0.0367,0.017,1.9832,-0.0357,0.0416,3
-0.0563,0.9848,0.1351,1.084,0.0665,1.2971,0.0891,1.6230000000000002,0.0643,1.9251,0.0004,-0.0006,3
0.4544,0.3766,0.8270000000000001,0.452,0.7125,0.7868,0.6932,0.6157,0.7669,0.7423,0.5673,0.7614,1
0.4805,0.5688,0.5959,1.0792,0.6938,1.2131,0.677,0.9835,0.7859,1.1297,0.7537,0.89,1
0.4395,0.4679,0.8962,0.2943,0.9701,0.3516,1.8179,-0.0965,0.0273,1.9609,0.0021,-0.0017,3
1.0783,0.0341,0.8201,0.9103,0.6938,1.2782,0.7104,1.0392,0.5932,1.278,0.7361,1.0035,2
0.2419,0.2554,0.3898,0.3872,0.4288,0.4575,0.3504,0.4362,0.4903,0.3988,0.3969,0.3784,1
1.1206,-0.0164,0.5178,1.2121,0.3926,1.0176,0.5052,1.2247,0.3007,1.0638,0.4734,1.2566,2
-0.0008,0.8211,0.2361,0.9075,0.388,0.8679,-0.0206,1.7576,-0.0168,2.0206,-0.054000000000000006,0.0658,3
0.4191,0.7018,0.7914,0.6675,1.0363,0.5181,1.7512,-0.0224,-0.1037,2.1167,0.0,1.7282,3
0.8854,0.2118,0.281,0.5846,0.3241,0.3542,0.3327,0.5222,0.3007,0.3679,0.4131,0.4262,2
1.2109,-0.1261,0.5953,1.1494,0.5685,0.9512,0.6746,1.05,0.5015,0.9448,0.6418,1.0937,2
0.3431,0.3872,0.5262,0.6181,0.5925,0.7169,0.6176,0.5152,0.6126,0.7107,0.4996,0.6554,1
0.5023,0.2296,0.8095,0.3391,0.8645,0.4546,0.7044,0.462,0.8431,0.5025,0.7605,0.3984,1
0.1179,0.3772,0.1543,0.6233,0.2983,0.5636,0.267,0.4901,0.28,0.601,0.1791,0.5917,1
0.079,0.5267,0.0869,0.8697,0.1671,0.9115,0.0588,0.9035,0.0687,1.0427,0.0808,0.8789,1
0.1823,0.6265,0.194,1.0896,0.2839,1.1665,0.2785,0.9865,0.3379,1.1246,0.2203,1.0591,1
0.3173,0.1439,0.4652,0.2672,0.4718,0.3732,0.4224,0.3186,0.5422,0.2998,0.4661,0.266,1
0.4833,0.5855,0.6725,1.0157,0.8943,1.0028,0.7816,0.8851,0.907,1.0162,0.7665,0.9063,1
0.5522,0.096,0.8623,0.0983,0.9783,0.1028,1.7322,0.0014,0.0604,1.9287,-0.0111,0.0142,3
0.3785,0.7282,0.1824,0.7266,0.1605,0.5579999999999999,0.1435,0.7714,0.1922,0.5056,0.3317,0.5522,2
1.1683,-0.0761,0.5486,1.1928,0.5699,0.4532,0.599,1.1305,0.4773,0.5329999999999999,0.5429999999999999,1.1969,2
0.5753,0.5257,0.8693,0.5906,0.8992,0.6983,1.67,0.0751,1.9422,0.064,-0.02,1.7531,3
0.2765,0.5446,0.4058,0.8792,0.5765,0.8749,0.4498,0.8381,0.653,0.8068,0.4016,0.8954,1
0.109,0.7328,0.2592,1.0424,0.3453,1.1261,0.212,1.099,0.3552,1.1394,0.24,1.0655,1
0.0589,0.1864,0.3178,0.2535,0.4522,0.2345,0.0919,1.6225,-0.0077,0.009000000000000001,-0.0767,0.0907,3
0.5933,0.5124,0.3009,0.4766,0.2757,0.3484,0.243,0.5403,0.2414,0.3768,0.3809,0.3783,2
0.1776,0.9447,0.6292,0.9101,0.7055,0.9575,1.7973,-0.0805,-0.0898,2.111,-0.002,1.7336,3
0.2833,0.6929,0.3343,1.2073,0.4848,1.2596,0.4201,1.1084,0.4528,1.3130000000000002,0.3483,1.2002,1
1.0965,0.0039,0.4117,0.4921,0.3664,0.3479,0.4433,0.4572,0.3868,0.3088,0.4363,0.4653,2
0.3698,0.1077,0.5224,0.2341,0.5438,0.3333,0.5149,0.2459,0.5892,0.2902,0.5628,0.1885,1
0.5764,0.3032,0.9577,0.412,0.9673,0.6153,0.9352,0.4392,0.9752,0.6314,0.7572,0.648,1
1.0391,0.0786,1.2662,0.4742,0.9161,0.1626,1.1979,0.547,0.9137,0.1269,1.2137,0.5333,2
0.4311,0.181,0.8205,0.0924,1.0063,0.0116,1.6958,0.0364,-0.0084,2.0109,-0.0513,0.0628,3
-0.029,0.61,0.1768,0.7117,0.2572,0.7548,-0.043,1.7838,-0.1134,2.131,0.0278,-0.0358,3
0.2552,0.6242,0.5095,0.6932,0.7394,0.5597,1.6505,0.1011,-0.0209,2.0252,0.0451,-0.0531,3
0.3891,0.2215,0.6282,0.3252,0.7111,0.37,0.6102,0.3434,0.7287,0.3707,0.5959,0.362,1
0.4926,0.6137,0.3186,1.4046,0.2477,1.2605,0.1928,1.5521,0.2102,1.2252,0.2542,1.4818,2
0.1185,0.7796,0.2708,1.1185,0.3414,1.2323,0.299,1.0839,0.4309,1.1509,0.3358,1.0394,1
0.2273,0.7301,0.3601,1.1402,0.3853,1.3289,0.3072,1.2057,0.4551,1.27,0.3043,1.2064,1
1.1225,-0.02,0.7035,1.0289,0.5001,0.6363,0.7524,0.9642,0.5688,0.5181,0.7309,0.9958,2
0.4363,0.6118,0.746,0.6139,0.8352,0.6512,1.7414,-0.0104,-0.037000000000000005,2.0394,0.0433,-0.0515,3
0.1838,0.9222,0.1668,0.8231,0.1093,0.6645,0.1597,0.8303,0.1604,0.5899,0.1905,0.7935,2
1.0664,0.0506,0.4352,1.3097,0.3315,1.3321,0.469,1.2778,0.495,1.0288,0.4517,1.2938,2
0.2603,0.6276,0.6728,0.5071,0.7549,0.5508,1.8246,-0.1058,-0.019,2.019,-0.0007,0.0004,3
1.1143,-0.0108,0.5238,0.426,0.3534,0.4049,0.5256,0.4235,0.4289,0.2981,0.5392,0.4056,2
1.0734,0.0365,1.3026,0.4334,0.9583,0.1296,1.3876,0.3254,0.9933,0.0479,1.3187,0.4104,2
1.1254,-0.0186,0.4118,1.341,0.5358,0.4982,0.5828,1.1376,0.4601,0.5488,0.5933,1.1295,2
0.3042,0.4975,0.5813,0.541,0.588,0.6772,1.773,-0.0497,0.0401,1.9498,0.0564,-0.0668,3
0.3334,0.5468,0.6072,0.7549,0.6294,0.9322,0.585,0.7859,0.6324,0.9568,0.6026,0.7616,1
0.1652,0.522,0.7564,0.1959,0.7352,0.3619,1.7983,-0.08,-0.0611,2.0729,-0.0317,0.0359,3
1.0845,0.0256,1.2557,0.4653,0.9001,1.0652,1.2402,0.4783,0.9773,0.7541,1.2807,0.4358,2
1.0321,0.0892,0.7001,1.0208,0.4296,1.2493,0.5637,1.1755,0.5356,1.0066,0.5957,1.1412,2
-0.0019,0.1732,0.0057,0.4882,0.2076,0.391,0.0086,1.7198,0.0215,-0.0258,0.0673,-0.0829,3
0.6266,0.4869,0.8659,0.89,1.0302,0.9553,1.9557,-0.2583,1.9543,0.0525,0.0187,1.7097,3
0.4735,0.0295,0.6149,0.2003,0.7815,0.1288,0.6322,0.1794,0.6874,0.2575,0.6046,0.2099,1
0.8978,0.1226,1.1111,0.2376,1.3339,0.1199,1.9067,-0.2029,1.9557,0.045,0.0168,-0.0197,3
0.1812,0.5192,0.4632,0.5597,0.6344,0.4976,1.7098,0.0252,-0.0798,2.0897,-0.0444,0.0532,3
1.1273,-0.0291,0.5484,0.3926,0.4,0.354,0.4938,0.4571,0.3574,0.3831,0.36,0.6188,2
0.4392,0.173,0.7467,0.1972,0.7673,0.3279,0.836,0.0912,0.8220000000000001,0.28300000000000003,0.7616,0.1845,1
0.0405,0.9263,0.3432,0.9408,0.4826,0.9161,-0.0162,1.7479,-0.0153,2.0222,0.0626,-0.0743,3
1.1054,-0.0015,0.8807,0.8586,0.7397,0.7915,0.8299,0.9165,0.6437,0.82,0.856,0.8872,2
1.1604,-0.0707,0.3873,0.479,0.3702,0.3135,0.3731,0.4934,0.4204,0.2415,0.3768,0.4884,2
0.4221,0.3664,0.7573,0.4597,0.8641,0.5222,0.7522,0.4671,0.8513,0.5595,0.7478,0.4688,1
0.436,0.3713,0.6214,0.6574,0.7203,0.7235,0.5825,0.6956,0.7206,0.7458,0.6731,0.5917,1
1.1693,-0.0741,0.409,0.1405,0.3912,0.0577,0.3398,0.2218,0.3632,0.0836,0.3703,0.1829,2
1.1248,-0.0259,0.4916,1.2293,0.3932,0.9462,0.5271,1.1855,0.4211,0.8591,0.5142,1.2064,2
0.5143,0.467,0.6954,0.6313,0.8395,0.5981,1.8336,-0.1195,0.0673,1.9271,0.0432,-0.0502,3
0.0318,0.6007,0.0928,0.893,0.0666,1.0584,0.1871,0.7811,0.1862,0.9383,0.1827,0.7888,1
1.1653,-0.0741,0.4147,0.6831,0.3322,0.5073,0.4404,0.6515,0.3882,0.4203,0.391,0.7064,2
0.3493,0.3879,0.4468,0.7277,0.5066,0.8343,0.6364,0.5005,0.6528,0.6812,0.4985,0.6694,1
0.0652,0.4575,0.517,0.29,0.6257,0.3041,1.7007,0.0341,-0.0017,0.0024,-0.0443,0.0527,3
0.5082,0.591,0.789,0.7576,0.8673,0.8025,1.6776,0.0654,-0.0502,2.0583,0.084,1.6328,3
0.2873,0.3904,0.5542,0.4862,0.6085,0.5771,0.6228,0.4063,0.6241,0.5769,0.5589999999999999,0.4789,1
0.4039,0.3573,0.6585,0.5334,0.6388,0.732,0.6293,0.5603,0.6803,0.7047,0.5667,0.6358,1
0.076,1.032,0.0344,1.0428,-0.0157,0.8486,0.0483,1.0262,0.0917,0.7007,-0.0142,1.0993,2
0.2109,0.6045,0.2995,0.9821,0.5221,0.9051,0.3581,0.9091,0.4162,1.0468,0.3561,0.9154,1
0.6458,0.2965,0.9246,0.3379,1.0542,0.3263,1.7519,-0.0223,2.0708,-0.0786,-0.0101,0.0103,3
0.5495,0.5437,0.2686,0.7107,0.1793,0.5921,0.2232,0.7645,0.2558,0.4846,0.3518,0.6074,2
0.748,0.2723,1.0889,0.5234,1.3357,0.4807,1.1975,0.3954,1.3356,0.5135,1.0921,0.5162,1
1.1245,-0.0222,0.399,1.0276,0.262,0.733,0.324,1.1153,0.3763,0.5714,0.4534,0.9653,2
1.2144,-0.1345,0.5728,0.8045,0.4732,0.4932,0.5432,0.8459,0.4365,0.5079,0.6445,0.7233,2
0.4494,0.3016,0.6661,0.5118,0.8272,0.5039,0.738,0.4324,0.8066,0.5531,0.7674,0.3959,1
1.1565,-0.0576,0.6427,1.0852,0.449,0.9378,0.5651,1.1727,0.4125,0.9192,0.6713,1.048,2
1.0631,0.0543,0.8058,0.927,0.5826,0.9213,0.7334,1.0033,0.6819,0.7321,0.7287,1.006,2
0.9807,0.1179,0.4309,0.2824,0.3117,0.2823,0.4382,0.2777,0.3246,0.2548,0.418,0.3002,2
0.5975,0.0959,0.8709,0.2277,0.9448,0.3096,0.8984,0.1909,1.0404,0.2144,0.8695,0.228,1
0.3315,0.5409,0.6587,0.525,0.6879,0.6287,1.7303,0.0,0.0893,1.8986,0.0491,-0.0599,3
0.5364,0.5697,0.2754,1.4599,0.234,0.977,0.248,1.4892,0.3099,0.8484,0.2989,1.4283,2
0.7007,0.3733,0.9031,0.7899,1.0389,0.7671,1.784,-0.0593,0.025,1.9708,0.0279,1.6997,3
0.293,0.5022,0.7152,0.3739,0.7363,0.49,1.7595,-0.0313,-0.0646,2.074,0.0402,-0.0475,3
-0.0023,0.9057,0.2291,0.9915,0.4589,0.8647,0.0005,1.7318,0.0045,1.9904,-0.005,0.0053,3
0.2062,0.4098,0.2551,0.7148,0.4466,0.6359,0.2715,0.6969,0.249,0.8829,0.2201,0.7591,1
1.0643,0.0483,0.4031,0.4715,0.4217,0.261,0.5285,0.3166,0.4123,0.2549,0.4966,0.3544,2
0.7427,0.0739,1.1893,0.083,1.4143,0.0205,1.2506,0.006,1.4415,0.0124,1.1935,0.0742,1
0.0174,0.8344,-0.0707,1.2515,0.0449,1.2502,-0.0891,1.8348,0.0377,1.952,0.0185,-0.021,3
0.1492,0.9433,0.4581,1.2633,0.434,1.5177,1.6926,0.0463,-0.0527,2.0564,-0.1043,1.855,3
0.0695,0.4076,0.1708,0.5636,0.1306,0.7205,-0.0129,0.7861,0.1415,0.7203,0.0685,0.6867,1
0.6257,0.4252,0.8745,0.5017,0.8145,0.7101,1.7678,-0.0406,0.0379,1.9548,-0.0361,1.7775,3
1.082,0.0294,0.6796,0.1778,0.5755,0.1053,0.7075,0.1409,0.5595,0.1105,0.8247,-0.0023,2
0.4958,0.1443,0.897,0.0842,0.8679,0.2843,0.7258,0.2898,0.8606,0.3076,0.7934,0.2101,1
0.4647,0.0961,0.845,0.0109,0.9376,0.0398,0.7987,0.064,0.8026,0.2185,0.7818,0.0888,1
0.1749,0.9337,0.4971,0.9799,0.5158,1.1065,1.858,-0.1477,0.0588,1.9321,-0.0948,1.8403,3
0.0764,0.9569,0.0107,1.3487,-0.0289,1.5258,-0.0669,1.8149,0.056,1.9309,-0.0075,0.0086,3
-0.02,0.8819,0.2728,0.8867,0.2715,1.0338,0.1349,1.5754,0.0245,1.9745,0.029,-0.034,3
0.4496,0.2169,0.6392,0.363,0.82,0.2899,1.7704,-0.0452,-0.011,2.0112,0.0176,-0.0191,3
0.0939,0.2852,0.1502,0.5744,0.3306,0.4972,0.025,1.6993,0.0294,-0.0357,-0.0561,0.0675,3
0.505,0.607,0.8627,0.8609,0.8843,1.0804,1.6629,0.0781,0.099,1.8863,-0.059,1.7992,3
0.642,0.1712,0.8587,0.4432,0.9461,0.5424,1.0491,0.222,1.1326,0.3475,0.9113,0.3815,1
1.0547,0.057,0.9906,0.0939,0.8846,-0.0822,1.0245,0.0492,0.7418,0.0693,1.0356,0.0383,2
0.0538,0.4115,0.1528,0.5627,0.0587,0.7814,0.1204,0.6025,0.0029,0.8575,0.0821,0.6511,1
